1 	 2 
2 	 4 
3 	 8 
4 	 16 
5 	 23 
6 	 47 
7 	 61 
8 	 103 
9 	 126 
10 	 205 
11 	 207 
12 	 285 
13 	 398 
14 	 467 
15 	 534 
16 	 601 
17 	 639 
18 	 755 
19 	 986 
20 	 1137 
21 	 1181 
22 	 1293 
23 	 1550 
24 	 1775 
25 	 1858 
